component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0016_C000408,GM_RM011,16,main,-59.0256,294,R2,2,0,0,0,1,0.4123001
WGV33D_MAIN_F0016_C000409,GM_RM011,16,main,-54.9711,142,R1,2,0,0,0,1,0.4313316
WGV33D_MAIN_F0016_C000410,GM_RM011,16,main,-39.9461,158,R1,2,0,0,0,1,0.42648363
WGV33D_MAIN_F0016_C000411,GM_RM011,16,main,-38.9815,214,R1,2,0,1,0,1,1
WGV33D_MAIN_F0016_C000412,GM_RM011,16,main,-32.9968,170,R1,4,0,0.5,0,1,0.79647179
WGV33D_MAIN_F0016_C000413,GM_RM011,16,main,-23.5,56.092,R0,2,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0016_C000414,GM_RM011,16,main,-18.4795,55.1433,R0,6,0.5,0.5,0.50833333,1,1
WGV33D_MAIN_F0016_C000415,GM_RM011,16,main,-18.8366,196.752,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0016_C000416,GM_RM011,16,main,-7.0762,105.0559,R0,66,0,0.63636364,0,1,0.89355455
WGV33D_MAIN_F0016_C000417,GM_RM011,16,main,-17.45,150,R1,3,0,0.66666667,0,1,0.91195242
WGV33D_MAIN_F0016_C000418,GM_RM011,16,main,-12.5897,170,R1,3,0,1,0,1,1
WGV33D_MAIN_F0016_C000419,GM_RM011,16,main,-9.3302,55.8064,R0,18,0.27777778,0.72222222,0.20833333,1,1
WGV33D_MAIN_F0016_C000420,GM_RM011,16,main,-8.49,238,R1,5,0,0,0,1,0.44149804
WGV33D_MAIN_F0016_C000421,GM_RM011,16,main,-4.5937,193.3967,R1,10,0,0.7,0.225,1,0.97189785
WGV33D_MAIN_F0016_C000422,GM_RM011,16,main,-0.3922,62.3931,R0,16,0,0.8125,0,1,1
WGV33D_MAIN_F0016_C000423,GM_RM011,16,main,-0.5661,222,R1,5,0,0.4,0,1,0.73044169
WGV33D_MAIN_F0016_C000424,GM_RM011,16,main,12.7837,113.2526,R0,21,0,0.52380952,0,1,0.81291625
WGV33D_MAIN_F0016_C000425,GM_RM011,16,main,13.784,76.0098,R0,8,0,0.5,0,1,0.8008489
WGV33D_MAIN_F0016_C000426,GM_RM011,16,main,23.4931,70,R0,5,0,1,0,1,1
WGV33D_MAIN_F0016_C000427,GM_RM011,16,main,29.1398,73.4905,R0,17,0,0.64705882,0,1,0.89740055
WGV33D_MAIN_F0016_C000428,GM_RM011,16,main,51.2212,209.1058,R1,6,0,0,0,0.90575503,0.37818793
WGV33D_MAIN_F0016_C000429,GM_RM011,16,main,55.9694,210,R1,4,0,0,0,0.89151149,0.37543742
WGV33D_MAIN_F0017_C000449,GM_RM011,17,main,-59.0568,130,R1,2,0,0,0,1,0.43171915
WGV33D_MAIN_F0017_C000450,GM_RM011,17,main,-36.0228,146,R1,2,0,0,0,1,0.41379596
WGV33D_MAIN_F0017_C000451,GM_RM011,17,main,-34.9682,214,R1,4,0.25,0.75,0.2375,1,1
WGV33D_MAIN_F0017_C000452,GM_RM011,17,main,-32.5456,138,R1,3,0,0,0,1,0.44253246
WGV33D_MAIN_F0017_C000453,GM_RM011,17,main,-24.4556,58,R0,3,0.66666667,0.33333333,0.61666667,1,1
WGV33D_MAIN_F0017_C000454,GM_RM011,17,main,-23.5368,138,R1,3,0,0,0,1,0.43058366
WGV33D_MAIN_F0017_C000455,GM_RM011,17,main,-17.8076,55.353,R0,11,0.54545455,0.45454545,0.46818182,1,1
WGV33D_MAIN_F0017_C000456,GM_RM011,17,main,-16.5048,150,R1,9,0,0.66666667,0,1,0.91839825
WGV33D_MAIN_F0017_C000457,GM_RM011,17,main,-18.5621,158,R1,3,0,1,0,1,1
WGV33D_MAIN_F0017_C000458,GM_RM011,17,main,-19.0076,178,R1,2,0,1,0,1,1
WGV33D_MAIN_F0017_C000459,GM_RM011,17,main,-17.9818,195.8147,R1,4,0,1,0.225,1,1
WGV33D_MAIN_F0017_C000460,GM_RM011,17,main,-14.5285,158,R1,3,0,1,0,1,1
WGV33D_MAIN_F0017_C000461,GM_RM011,17,main,-12.957,54,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0017_C000462,GM_RM011,17,main,-11.988,103.8893,R0,4,0,0.75,0,1,0.96254488
WGV33D_MAIN_F0017_C000463,GM_RM011,17,main,-10.939,170,R1,4,0,1,0,1,1
WGV33D_MAIN_F0017_C000464,GM_RM011,17,main,-7.551,54.9898,R0,15,0.26666667,0.73333333,0.20333333,1,1
WGV33D_MAIN_F0017_C000465,GM_RM011,17,main,-1.1067,105.5385,R0,48,0,0.70833333,0,1,0.94617682
WGV33D_MAIN_F0017_C000466,GM_RM011,17,main,-6.4341,238,R1,5,0,0,0,1,0.44581974
WGV33D_MAIN_F0017_C000467,GM_RM011,17,main,-4.9935,62,R0,2,0,1,0,1,1
WGV33D_MAIN_F0017_C000468,GM_RM011,17,main,1.9183,62,R0,8,0,1,0,1,1
WGV33D_MAIN_F0017_C000469,GM_RM011,17,main,2.4688,222,R1,3,0,0,0,1,0.4435297
WGV33D_MAIN_F0017_C000470,GM_RM011,17,main,7.9126,57.959,R0,11,0.18181818,0.81818182,0.15,1,1
WGV33D_MAIN_F0017_C000471,GM_RM011,17,main,16.4464,113.6391,R0,18,0,0.66666667,0,1,0.91258628
WGV33D_MAIN_F0017_C000472,GM_RM011,17,main,32.5222,75.2567,R0,6,0,0.66666667,0,1,0.91612498
WGV33D_MAIN_F0017_C000473,GM_RM011,17,main,53.4334,210,R1,7,0,0,0,0.90198449,0.37910297
WGV33D_MAIN_F0018_C000493,GM_RM011,18,main,-50.5339,110,R0,3,0,0,0,1,0.4405561
WGV33D_MAIN_F0018_C000494,GM_RM011,18,main,-48.5143,134,R1,3,0,0,0,1,0.43259628
WGV33D_MAIN_F0018_C000495,GM_RM011,18,main,-34.5003,212.3447,R1,10,0.2,0.7,0.21,1,1
WGV33D_MAIN_F0018_C000496,GM_RM011,18,main,-33.927,166,R1,4,0,0,0,1,0.45187255
WGV33D_MAIN_F0018_C000497,GM_RM011,18,main,-25.0127,190,R1,2,0,1,0,1,1
WGV33D_MAIN_F0018_C000498,GM_RM011,18,main,-15.3636,55.332,R0,12,0.5,0.5,0.4125,1,1
WGV33D_MAIN_F0018_C000499,GM_RM011,18,main,-17.9898,150,R1,2,0,0.5,0,1,0.80262185
WGV33D_MAIN_F0018_C000500,GM_RM011,18,main,-17.5223,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0018_C000501,GM_RM011,18,main,-15.9875,194,R1,4,0,1,0.225,1,1
WGV33D_MAIN_F0018_C000502,GM_RM011,18,main,-13.4729,150,R1,3,0,1,0,1,1
WGV33D_MAIN_F0018_C000503,GM_RM011,18,main,-5.7923,106.1812,R0,33,0,0.57575758,0,1,0.85367208
WGV33D_MAIN_F0018_C000504,GM_RM011,18,main,-7.4564,170.8834,R1,14,0,1,0.19285714,1,1
WGV33D_MAIN_F0018_C000505,GM_RM011,18,main,-6.9311,54,R0,6,0.5,0.5,0.39166667,1,1
WGV33D_MAIN_F0018_C000506,GM_RM011,18,main,-8.5002,210,R1,3,0,0,0,1,0.45025203
WGV33D_MAIN_F0018_C000507,GM_RM011,18,main,-4.1152,238,R1,4,0,0,0,1,0.45073706
WGV33D_MAIN_F0018_C000508,GM_RM011,18,main,-1.8373,193.4517,R1,14,0,0.57142857,0.225,1,0.88408962
WGV33D_MAIN_F0018_C000509,GM_RM011,18,main,3.5874,62,R0,5,0,1,0,1,1
WGV33D_MAIN_F0018_C000510,GM_RM011,18,main,4.8383,104.8257,R0,24,0,0.91666667,0,1,1
WGV33D_MAIN_F0018_C000511,GM_RM011,18,main,3.4778,222,R1,3,0,0,0,1,0.44376994
WGV33D_MAIN_F0018_C000512,GM_RM011,18,main,10.0284,54,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0018_C000513,GM_RM011,18,main,11.9521,62,R0,2,0,1,0,1,1
WGV33D_MAIN_F0018_C000514,GM_RM011,18,main,18.9514,114,R0,6,0,0.33333333,0,1,0.68994823
WGV33D_MAIN_F0018_C000515,GM_RM011,18,main,21.0176,78,R0,2,0,0.5,0,1,0.80079281
WGV33D_MAIN_F0018_C000516,GM_RM011,18,main,34.1969,73.4063,R0,10,0,0.6,0,1,0.86671753
WGV33D_MAIN_F0018_C000517,GM_RM011,18,main,55.3067,213.2776,R1,8,0,0,0,0.91236095,0.38357276
WGV33D_MAIN_F0019_C000539,GM_RM011,19,main,-56.0113,126,R0,4,0,0,0,1,0.43189934
WGV33D_MAIN_F0019_C000540,GM_RM011,19,main,-31.9748,210.7652,R1,8,0.375,0.625,0.375,1,1
WGV33D_MAIN_F0019_C000541,GM_RM011,19,main,-22.0241,94.8556,R0,12,0,0.16666667,0,1,0.57347036
WGV33D_MAIN_F0019_C000542,GM_RM011,19,main,-23.8492,188.6668,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0019_C000543,GM_RM011,19,main,-12.7271,54.4186,R0,22,0.45454545,0.54545455,0.35227273,1,1
WGV33D_MAIN_F0019_C000544,GM_RM011,19,main,-16.4703,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0019_C000545,GM_RM011,19,main,-14.0053,194,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0019_C000546,GM_RM011,19,main,-5.0487,173.8755,R1,12,0.5,0.5,0.5375,1,1
WGV33D_MAIN_F0019_C000547,GM_RM011,19,main,-4.5562,53.2461,R0,6,0.33333333,0.66666667,0.275,1,1
WGV33D_MAIN_F0019_C000548,GM_RM011,19,main,-2.6903,235.8016,R1,12,0,0,0,1,0.45011378
WGV33D_MAIN_F0019_C000549,GM_RM011,19,main,4.049,106.1035,R0,42,0,0.88095238,0,1,1
WGV33D_MAIN_F0019_C000550,GM_RM011,19,main,-0.8185,193.458,R1,14,0,0.64285714,0.225,1,0.9321685
WGV33D_MAIN_F0019_C000551,GM_RM011,19,main,7.806,62.745,R0,14,0,0.64285714,0,1,0.89500303
WGV33D_MAIN_F0019_C000552,GM_RM011,19,main,6.8531,196.7308,R1,4,0,0.5,0,1,0.79828723
WGV33D_MAIN_F0019_C000553,GM_RM011,19,main,13.8832,59.6893,R0,11,0.36363636,0.63636364,0.25454545,1,1
WGV33D_MAIN_F0019_C000554,GM_RM011,19,main,21.0224,114,R0,2,0,0.5,0,1,0.79741351
WGV33D_MAIN_F0019_C000555,GM_RM011,19,main,35.5102,75.9815,R0,15,0,0.46666667,0,1,0.78111655
WGV33D_MAIN_F0019_C000556,GM_RM011,19,main,55.4808,214,R1,5,0,0,0,0.92194318,0.38608851
WGV33D_MAIN_F0020_C000569,GM_RM011,20,main,-53.8268,123.375,R0,4,0,0,0,1,0.44924119
WGV33D_MAIN_F0020_C000570,GM_RM011,20,main,-46.9401,106,R0,4,0,0,0,1,0.45541844
WGV33D_MAIN_F0020_C000571,GM_RM011,20,main,-33.9802,207.3203,R1,12,0.16666667,0.58333333,0.15416667,1,1
WGV33D_MAIN_F0020_C000572,GM_RM011,20,main,-28.5,67.8641,R0,2,0,1,0,1,1
WGV33D_MAIN_F0020_C000573,GM_RM011,20,main,-20.8542,94,R0,8,0,0,0,1,0.462517
WGV33D_MAIN_F0020_C000574,GM_RM011,20,main,-13.9874,54,R0,4,0.75,0.25,0.5875,1,1
WGV33D_MAIN_F0020_C000575,GM_RM011,20,main,-15.0062,176.0231,R1,4,0,1,0,1,1
WGV33D_MAIN_F0020_C000576,GM_RM011,20,main,-11.8219,91.4379,R0,4,0,0.75,0,1,0.96760022
WGV33D_MAIN_F0020_C000577,GM_RM011,20,main,-9.2476,53.0465,R0,5,0.6,0.4,0.52,1,1
WGV33D_MAIN_F0020_C000578,GM_RM011,20,main,-9.1921,153.5924,R1,16,0,0.8125,0,1,1
WGV33D_MAIN_F0020_C000579,GM_RM011,20,main,-4.1864,53.4789,R0,11,0.18181818,0.81818182,0.21818182,1,1
WGV33D_MAIN_F0020_C000580,GM_RM011,20,main,-4.3025,170.9733,R1,6,0,1,0.45,1,1
WGV33D_MAIN_F0020_C000581,GM_RM011,20,main,-1.1121,234.4373,R1,15,0,0.06666667,0,1,0.49914817
WGV33D_MAIN_F0020_C000582,GM_RM011,20,main,3.3114,106.9185,R0,12,0,0.83333333,0,1,1
WGV33D_MAIN_F0020_C000583,GM_RM011,20,main,7.525,198,R1,3,0,0,0,1,0.4502339
WGV33D_MAIN_F0020_C000584,GM_RM011,20,main,10.1276,63.5259,R0,12,0,0.66666667,0,1,0.91493849
WGV33D_MAIN_F0020_C000585,GM_RM011,20,main,8.7237,105.9267,R0,12,0,1,0,1,1
WGV33D_MAIN_F0020_C000586,GM_RM011,20,main,16.5,64.0164,R0,2,0,1,0,1,1
WGV33D_MAIN_F0020_C000587,GM_RM011,20,main,23.4848,78,R0,3,0,0,0,1,0.46772193
WGV33D_MAIN_F0020_C000588,GM_RM011,20,main,36.0209,78,R0,6,0,0.5,0,1,0.80603741
WGV33D_MAIN_F0020_C000589,GM_RM011,20,main,54.8995,217.2446,R1,8,0,0,0,0.94187499,0.39390267
WGV33D_MAIN_F0021_C000604,GM_RM011,21,main,-45.4652,105.3315,R0,10,0,0.2,0,1,0.58799744
WGV33D_MAIN_F0021_C000605,GM_RM011,21,main,-32.5399,206.5381,R1,14,0.28571429,0.5,0.26428571,1,1
WGV33D_MAIN_F0021_C000606,GM_RM011,21,main,-29.0199,163.9203,R1,4,0,0,0,1,0.46940818
WGV33D_MAIN_F0021_C000607,GM_RM011,21,main,-27.4462,66,R0,3,0,1,0,1,1
WGV33D_MAIN_F0021_C000608,GM_RM011,21,main,-18.0197,92.2881,R0,24,0,0.25,0,1,0.62968478
WGV33D_MAIN_F0021_C000609,GM_RM011,21,main,-21.9948,186,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0021_C000610,GM_RM011,21,main,-12.9959,54,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0021_C000611,GM_RM011,21,main,-8.2142,54.0829,R0,7,0.42857143,0.57142857,0.33571429,1,1
WGV33D_MAIN_F0021_C000612,GM_RM011,21,main,-4.9756,210,R1,2,0,0,0,1,0.44925478
WGV33D_MAIN_F0021_C000613,GM_RM011,21,main,-4.1732,52.593,R0,4,0.25,0.75,0.2375,1,1
WGV33D_MAIN_F0021_C000614,GM_RM011,21,main,-4.0417,158,R1,2,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0021_C000615,GM_RM011,21,main,-0.757,234.7921,R1,18,0,0.11111111,0,1,0.53067432
WGV33D_MAIN_F0021_C000616,GM_RM011,21,main,2.7372,106.9466,R0,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0021_C000617,GM_RM011,21,main,9.3732,106.858,R0,24,0,0.95833333,0,1,1
WGV33D_MAIN_F0021_C000618,GM_RM011,21,main,8.021,198,R1,2,0,0,0,1,0.45521105
WGV33D_MAIN_F0021_C000619,GM_RM011,21,main,12.3261,63.6644,R0,10,0,0.7,0,1,0.93739094
WGV33D_MAIN_F0021_C000620,GM_RM011,21,main,18.2087,63.5377,R0,4,0,1,0,1,1
WGV33D_MAIN_F0021_C000621,GM_RM011,21,main,36.6053,79.8498,R0,15,0,0.33333333,0,1,0.68936394
WGV33D_MAIN_F0021_C000622,GM_RM011,21,main,55.3981,218,R1,7,0,0,0,0.93749715,0.38865917
WGV33D_MAIN_F0022_C000639,GM_RM011,22,main,-44.0457,102,R0,4,0,0,0,1,0.45541843
WGV33D_MAIN_F0022_C000640,GM_RM011,22,main,-29.0045,146,R1,2,0,0,0,1,0.44476719
WGV33D_MAIN_F0022_C000641,GM_RM011,22,main,-25.0473,66,R0,4,0,1,0,1,1
WGV33D_MAIN_F0022_C000642,GM_RM011,22,main,-21.0237,186,R1,4,0,1,0.225,1,1
WGV33D_MAIN_F0022_C000643,GM_RM011,22,main,-17.8732,91.3618,R0,16,0,0.1875,0,1,0.59036186
WGV33D_MAIN_F0022_C000644,GM_RM011,22,main,-13.6863,176.1162,R1,9,0.33333333,0.66666667,0.28333333,1,1
WGV33D_MAIN_F0022_C000645,GM_RM011,22,main,-9.2592,53.905,R0,8,0.375,0.625,0.325,1,1
WGV33D_MAIN_F0022_C000646,GM_RM011,22,main,-5.8413,52.7616,R0,3,0.33333333,0.66666667,0.31666667,1,1
WGV33D_MAIN_F0022_C000647,GM_RM011,22,main,-4.6964,194.9063,R1,6,0,0.16666667,0,1,0.56455069
WGV33D_MAIN_F0022_C000648,GM_RM011,22,main,-0.1343,235.4873,R1,15,0,0.13333333,0,1,0.54770797
WGV33D_MAIN_F0022_C000649,GM_RM011,22,main,3.5582,106,R0,3,0,1,0,1,1
WGV33D_MAIN_F0022_C000650,GM_RM011,22,main,10.7367,107.3251,R0,21,0,1,0,1,1
WGV33D_MAIN_F0022_C000651,GM_RM011,22,main,8.4896,198,R1,3,0,0,0,1,0.44973528
WGV33D_MAIN_F0022_C000652,GM_RM011,22,main,13.5687,64.0032,R0,6,0,0.66666667,0,1,0.91973546
WGV33D_MAIN_F0022_C000653,GM_RM011,22,main,19.843,67.2972,R0,4,0,1,0,1,1
WGV33D_MAIN_F0022_C000654,GM_RM011,22,main,52.6953,222,R1,7,0,0,0,0.98344667,0.40974392
WGV33D_MAIN_F0023_C000666,GM_RM011,23,main,-53.4961,278,R2,3,0,0.33333333,0,1,0.69083442
WGV33D_MAIN_F0023_C000667,GM_RM011,23,main,-51.0302,118,R0,2,0,0,0,1,0.44737136
WGV33D_MAIN_F0023_C000668,GM_RM011,23,main,-43.0443,102,R0,4,0,0,0,1,0.45075065
WGV33D_MAIN_F0023_C000669,GM_RM011,23,main,-31.3958,203.4319,R1,14,0.21428571,0.64285714,0.23214286,1,1
WGV33D_MAIN_F0023_C000670,GM_RM011,23,main,-28.1869,142.1136,R1,6,0,0,0,1,0.43270734
WGV33D_MAIN_F0023_C000671,GM_RM011,23,main,-15.8952,90,R0,12,0,0.5,0,1,0.79890031
WGV33D_MAIN_F0023_C000672,GM_RM011,23,main,-19.5171,186,R1,3,0.33333333,0.66666667,0.53333333,1,1
WGV33D_MAIN_F0023_C000673,GM_RM011,23,main,-17.8849,134,R1,4,0,0,0,1,0.43264727
WGV33D_MAIN_F0023_C000674,GM_RM011,23,main,-17.9704,58,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0023_C000675,GM_RM011,23,main,-13.4629,174,R1,3,0,1,0,1,1
WGV33D_MAIN_F0023_C000676,GM_RM011,23,main,-6.2758,53.0978,R0,4,0.5,0.5,0.4125,1,1
WGV33D_MAIN_F0023_C000677,GM_RM011,23,main,-3.359,155.6569,R1,6,0.33333333,0.66666667,0.30833333,1,1
WGV33D_MAIN_F0023_C000678,GM_RM011,23,main,-3.9312,194,R1,2,0,0,0,1,0.47019691
WGV33D_MAIN_F0023_C000679,GM_RM011,23,main,-2.0148,52.0593,R0,4,0,1,0.125,1,1
WGV33D_MAIN_F0023_C000680,GM_RM011,23,main,0.21,234.1488,R1,15,0,0.2,0,1,0.59317994
WGV33D_MAIN_F0023_C000681,GM_RM011,23,main,1.654,49.323,R0,9,0.33333333,0.66666667,0.31666667,1,1
WGV33D_MAIN_F0023_C000682,GM_RM011,23,main,3.5085,194,R1,5,0,0.8,0,1,1
WGV33D_MAIN_F0023_C000683,GM_RM011,23,main,5.025,106,R0,2,0,0.5,0,1,0.81384084
WGV33D_MAIN_F0023_C000684,GM_RM011,23,main,11.9588,107.4239,R0,18,0,1,0,1,1
WGV33D_MAIN_F0023_C000685,GM_RM011,23,main,15.6777,66.4801,R0,14,0,0.92857143,0,1,1
WGV33D_MAIN_F0023_C000686,GM_RM011,23,main,21.2756,67.6258,R0,6,0,1,0,1,1
WGV33D_MAIN_F0023_C000687,GM_RM011,23,main,39.4649,82,R0,3,0,0.33333333,0,1,0.68636495
WGV33D_MAIN_F0023_C000688,GM_RM011,23,main,52.5343,222.7327,R1,14,0,0,0,0.97643607,0.40681134
WGV33D_MAIN_F0024_C000706,GM_RM011,24,main,-54.974,266,R2,2,0,0,0,1,0.42947536
WGV33D_MAIN_F0024_C000707,GM_RM011,24,main,-52.9727,278,R2,2,0,0.5,0,1,0.80300941
WGV33D_MAIN_F0024_C000708,GM_RM011,24,main,-45.0316,126,R0,2,0,0,0,1,0.43919849
WGV33D_MAIN_F0024_C000709,GM_RM011,24,main,-42.4396,98,R0,3,0,0,0,1,0.4654328
WGV33D_MAIN_F0024_C000710,GM_RM011,24,main,-39.0255,178,R1,2,0,0,0,1,0.44737136
WGV33D_MAIN_F0024_C000711,GM_RM011,24,main,-31.0017,203.2857,R1,12,0.25,0.66666667,0.27083333,1,1
WGV33D_MAIN_F0024_C000712,GM_RM011,24,main,-27.9497,142,R1,2,0,0,0,1,0.43617956
WGV33D_MAIN_F0024_C000713,GM_RM011,24,main,-28.0059,158,R1,2,0,0,0,1,0.47016971
WGV33D_MAIN_F0024_C000714,GM_RM011,24,main,-24.4554,150,R1,5,0,0.2,0,1,0.59479003
WGV33D_MAIN_F0024_C000715,GM_RM011,24,main,-18.0342,90,R0,4,0,0.25,0,1,0.6317144
WGV33D_MAIN_F0024_C000716,GM_RM011,24,main,-15.3224,135.4461,R1,12,0,0,0,1,0.44939304
WGV33D_MAIN_F0024_C000717,GM_RM011,24,main,-4.3433,51.7927,R0,22,0.31818182,0.68181818,0.37272727,1,1
WGV33D_MAIN_F0024_C000718,GM_RM011,24,main,-5.0086,146,R1,2,0,1,0,1,1
WGV33D_MAIN_F0024_C000719,GM_RM011,24,main,-3.2815,155.0767,R1,6,0.33333333,0.66666667,0.30833333,1,1
WGV33D_MAIN_F0024_C000720,GM_RM011,24,main,-2.9909,194,R1,2,0,0.5,0,1,0.79929694
WGV33D_MAIN_F0024_C000721,GM_RM011,24,main,0.4126,234.7331,R1,18,0,0.16666667,0,1,0.56931556
WGV33D_MAIN_F0024_C000722,GM_RM011,24,main,2.3663,49.5602,R0,14,0.28571429,0.71428571,0.28928571,1,1
WGV33D_MAIN_F0024_C000723,GM_RM011,24,main,4.4301,194,R1,5,0,1,0,1,1
WGV33D_MAIN_F0024_C000724,GM_RM011,24,main,5.5044,226,R1,3,0,0,0,1,0.45145326
WGV33D_MAIN_F0024_C000725,GM_RM011,24,main,11.1921,108.0402,R0,24,0,1,0,1,1
WGV33D_MAIN_F0024_C000726,GM_RM011,24,main,17.2582,68.8029,R0,11,0,0.72727273,0,1,0.96830445
WGV33D_MAIN_F0024_C000727,GM_RM011,24,main,22.9801,68.001,R0,4,0,1,0,1,1
WGV33D_MAIN_F0024_C000728,GM_RM011,24,main,51.732,225.1271,R1,12,0,0,0,0.98632727,0.41166567
WGV33D_MAIN_F0025_C000743,GM_RM011,25,main,-52.0427,274,R2,2,0,0.5,0,1,0.79032175
WGV33D_MAIN_F0025_C000744,GM_RM011,25,main,-49.4814,114,R0,3,0,0,0,1,0.44700193
WGV33D_MAIN_F0025_C000745,GM_RM011,25,main,-41.5294,98,R0,3,0,0,0,1,0.46044658
WGV33D_MAIN_F0025_C000746,GM_RM011,25,main,-38.483,178,R1,3,0,0,0,1,0.44401019
WGV33D_MAIN_F0025_C000747,GM_RM011,25,main,-31.0205,174,R1,2,0,0,0,1,0.46269038
WGV33D_MAIN_F0025_C000748,GM_RM011,25,main,-29.9887,202,R1,2,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0025_C000749,GM_RM011,25,main,-21.9855,94,R0,4,0,0,0,1,0.46213623
WGV33D_MAIN_F0025_C000750,GM_RM011,25,main,-15.6859,136.2603,R1,9,0,0.11111111,0,1,0.53176978
WGV33D_MAIN_F0025_C000751,GM_RM011,25,main,-12.9607,174,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0025_C000752,GM_RM011,25,main,-9.9791,190,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0025_C000753,GM_RM011,25,main,-3.887,52.2339,R0,8,0.25,0.75,0.2375,1,1
WGV33D_MAIN_F0025_C000754,GM_RM011,25,main,-3.5602,98,R0,3,0,1,0,1,1
WGV33D_MAIN_F0025_C000755,GM_RM011,25,main,-2.9646,154.8158,R1,8,0.375,0.625,0.31875,1,1
WGV33D_MAIN_F0025_C000756,GM_RM011,25,main,-3.0481,166,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0025_C000757,GM_RM011,25,main,0.7541,233.9718,R1,15,0,0.2,0,1,0.59317994
WGV33D_MAIN_F0025_C000758,GM_RM011,25,main,0.5,52.1531,R0,2,0,1,0.125,1,1
WGV33D_MAIN_F0025_C000759,GM_RM011,25,main,4.834,194.4972,R1,12,0,0.5,0,1,0.80076675
WGV33D_MAIN_F0025_C000760,GM_RM011,25,main,6.7111,223.5613,R1,9,0,0,0,1,0.43206744
WGV33D_MAIN_F0025_C000761,GM_RM011,25,main,8.0418,48.1674,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0025_C000762,GM_RM011,25,main,12.2038,108.6795,R0,16,0,0.9375,0,1,1
WGV33D_MAIN_F0025_C000763,GM_RM011,25,main,18.4946,67.5118,R0,10,0,1,0,1,1
WGV33D_MAIN_F0025_C000764,GM_RM011,25,main,51.689,226.5344,R1,12,0,0,0,0.97817799,0.40868877
WGV33D_MAIN_F0026_C000780,GM_RM011,26,main,-52.1794,271.4467,R2,4,0,0.5,0,1,0.80282923
WGV33D_MAIN_F0026_C000781,GM_RM011,26,main,-44.4962,122,R0,3,0,0,0,1,0.44255059
WGV33D_MAIN_F0026_C000782,GM_RM011,26,main,-40.9626,95.9043,R0,4,0,0,0,1,0.4569143
WGV33D_MAIN_F0026_C000783,GM_RM011,26,main,-31.1247,198.6585,R1,10,0.1,0.9,0.07,1,1
WGV33D_MAIN_F0026_C000784,GM_RM011,26,main,-26.0092,170,R1,2,0,1,0,1,1
WGV33D_MAIN_F0026_C000785,GM_RM011,26,main,-25.0209,158,R1,2,0,0,0,1,0.46454661
WGV33D_MAIN_F0026_C000786,GM_RM011,26,main,-19.9739,182,R1,2,0,1,0,1,1
WGV33D_MAIN_F0026_C000787,GM_RM011,26,main,-17.022,182,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0026_C000788,GM_RM011,26,main,-14.2994,133.7201,R1,20,0,0.1,0,1,0.51262293
WGV33D_MAIN_F0026_C000789,GM_RM011,26,main,-11.9957,174,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0026_C000790,GM_RM011,26,main,-3.1975,52.2833,R0,10,0.2,0.8,0.215,1,1
WGV33D_MAIN_F0026_C000791,GM_RM011,26,main,-3.0025,98,R0,4,0,1,0,1,1
WGV33D_MAIN_F0026_C000792,GM_RM011,26,main,-2.9775,166,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0026_C000793,GM_RM011,26,main,1.7886,232.8295,R1,6,0,0.33333333,0,1,0.68282927
WGV33D_MAIN_F0026_C000794,GM_RM011,26,main,2.9927,52.0583,R0,4,0,1,0.125,1,1
WGV33D_MAIN_F0026_C000795,GM_RM011,26,main,5.0339,194,R1,4,0,1,0,1,1
WGV33D_MAIN_F0026_C000796,GM_RM011,26,main,7.628,225.2337,R1,8,0,0,0,1,0.43298724
WGV33D_MAIN_F0026_C000797,GM_RM011,26,main,8.2193,50.183,R0,4,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0026_C000798,GM_RM011,26,main,10.9588,50,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0026_C000799,GM_RM011,26,main,13.6982,109.9162,R0,18,0,0.88888889,0,1,1
WGV33D_MAIN_F0026_C000800,GM_RM011,26,main,19.6806,70.2602,R0,9,0,0.77777778,0,1,1
