component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0521_C021824,GM_RM011,521,main,18.6763,67.1708,R0,15,0,1,0,1,1
WGV33D_MAIN_F0521_C021825,GM_RM011,521,main,24.0928,68.0054,R0,16,0,1,0,1,1
WGV33D_MAIN_F0521_C021826,GM_RM011,521,main,34.8497,104.7939,R0,20,0,0,0,1,0.43470545
WGV33D_MAIN_F0521_C021827,GM_RM011,521,main,47.013,134,R1,2,0,0,0,1,0.4167877
WGV33D_MAIN_F0521_C021828,GM_RM011,521,main,51.9676,294,R2,2,0,0,0,1,0.417896
WGV33D_MAIN_F0522_C021842,GM_RM011,522,main,-43.0559,250,R1,4,0,0.5,0,1,0.83567028
WGV33D_MAIN_F0522_C021843,GM_RM011,522,main,-35.6044,223.2112,R1,104,0.06730769,0.70192308,0.09326923,0.99986497,1
WGV33D_MAIN_F0522_C021844,GM_RM011,522,main,-27.2902,62.3579,R0,33,0.06060606,0.87878788,0.09848485,1,1
WGV33D_MAIN_F0522_C021845,GM_RM011,522,main,4.934,192.8339,R1,1088,0.07352941,0.40992647,0.12270221,0.9999925,0.82925722
WGV33D_MAIN_F0522_C021846,GM_RM011,522,main,-17.9732,410,R2,2,0,0,0,0.9605552,0.40855072
WGV33D_MAIN_F0522_C021847,GM_RM011,522,main,-13.89,104.2948,R0,14,0,0.85714286,0,1,1
WGV33D_MAIN_F0522_C021848,GM_RM011,522,main,-16.0171,394,R2,2,0,0,0.1,0.98847758,0.42020698
WGV33D_MAIN_F0522_C021849,GM_RM011,522,main,-4.2088,51.3636,R0,11,0.18181818,0.81818182,0.21818182,1,1
WGV33D_MAIN_F0522_C021850,GM_RM011,522,main,-5.9695,418,R2,2,0,0,0,0.92507543,0.3905369
WGV33D_MAIN_F0522_C021851,GM_RM011,522,main,0.2129,220.9417,R1,6,0,0,0,1,0.43980817
WGV33D_MAIN_F0522_C021852,GM_RM011,522,main,0.9762,371.7012,R2,4,0,0.75,0.025,0.99828668,0.97283444
WGV33D_MAIN_F0522_C021853,GM_RM011,522,main,3.5669,51.8173,R0,11,0,1,0.11363636,1,1
WGV33D_MAIN_F0522_C021854,GM_RM011,522,main,2.4825,100.7499,R0,6,0,1,0,1,1
WGV33D_MAIN_F0522_C021855,GM_RM011,522,main,12.9113,430,R2,4,0,0,0,0.94639388,0.40229217
WGV33D_MAIN_F0522_C021856,GM_RM011,522,main,18.2827,404.381,R2,6,0,0,0,0.94224962,0.4021347
WGV33D_MAIN_F0522_C021857,GM_RM011,522,main,25.3067,68.2152,R0,23,0,0.86956522,0,1,1
WGV33D_MAIN_F0522_C021858,GM_RM011,522,main,36.5455,108.0925,R0,20,0,0,0,1,0.43697713
WGV33D_MAIN_F0523_C021873,GM_RM011,523,main,-48.7219,87.5794,R0,6,0,0,0,1,0.45586606
WGV33D_MAIN_F0523_C021874,GM_RM011,523,main,-2.2142,203.2493,R1,2136,0.04307116,0.30337079,0.07514045,0.99889008,0.71024554
WGV33D_MAIN_F0523_C021875,GM_RM011,523,main,-44.1002,83.6374,R0,8,0,0.25,0,1,0.63212236
WGV33D_MAIN_F0523_C021876,GM_RM011,523,main,-23.1183,60.5279,R0,42,0.11904762,0.71428571,0.12857143,1,1
WGV33D_MAIN_F0523_C021877,GM_RM011,523,main,-16.9895,410,R2,2,0,0,0,0.9494547,0.39386131
WGV33D_MAIN_F0523_C021878,GM_RM011,523,main,-9.4345,104.3245,R0,40,0,0.55,0,1,0.83419475
WGV33D_MAIN_F0523_C021879,GM_RM011,523,main,-3.2442,51.7086,R0,10,0.2,0.8,0.215,1,1
WGV33D_MAIN_F0523_C021880,GM_RM011,523,main,-2.1739,103.3206,R0,4,0,1,0,1,1
WGV33D_MAIN_F0523_C021881,GM_RM011,523,main,0.9378,50,R0,2,0,1,0.25,1,1
WGV33D_MAIN_F0523_C021882,GM_RM011,523,main,1.2695,372.5755,R2,6,0,0.5,0.01666667,0.99885779,0.80178011
WGV33D_MAIN_F0523_C021883,GM_RM011,523,main,6.2272,52.1061,R0,13,0.30769231,0.69230769,0.31153846,1,1
WGV33D_MAIN_F0523_C021884,GM_RM011,523,main,13.4805,430,R2,3,0,0,0,0.94080397,0.39965236
WGV33D_MAIN_F0523_C021885,GM_RM011,523,main,17.9707,90,R0,2,0,0,0,1,0.44701099
WGV33D_MAIN_F0523_C021886,GM_RM011,523,main,18.8796,405.3174,R2,8,0,0,0,0.93805864,0.3975951
WGV33D_MAIN_F0523_C021887,GM_RM011,523,main,27.0469,69.3155,R0,20,0,0.9,0,1,1
WGV33D_MAIN_F0523_C021888,GM_RM011,523,main,38.3808,109.0087,R0,16,0,0,0,1,0.43357199
WGV33D_MAIN_F0524_C021903,GM_RM011,524,main,-46.9905,84.0711,R0,8,0,0.375,0,1,0.71345565
WGV33D_MAIN_F0524_C021904,GM_RM011,524,main,-2.9904,204.5256,R1,2340,0.03931624,0.27905983,0.07017094,0.99836955,0.68691083
WGV33D_MAIN_F0524_C021905,GM_RM011,524,main,-37.07,70,R0,4,0,1,0,1,1
WGV33D_MAIN_F0524_C021906,GM_RM011,524,main,-18.1202,58.4547,R0,28,0.21428571,0.71428571,0.19285714,1,1
WGV33D_MAIN_F0524_C021907,GM_RM011,524,main,-14.0355,394,R2,2,0,0,0.05,0.99220734,0.42411656
WGV33D_MAIN_F0524_C021908,GM_RM011,524,main,-4.0477,103.6586,R0,64,0,0.703125,0,1,0.94404624
WGV33D_MAIN_F0524_C021909,GM_RM011,524,main,-3.028,51.0103,R0,13,0.38461538,0.61538462,0.32692308,1,1
WGV33D_MAIN_F0524_C021910,GM_RM011,524,main,6.4566,52.3851,R0,24,0.29166667,0.70833333,0.30833333,1,1
WGV33D_MAIN_F0524_C021911,GM_RM011,524,main,1.9847,372.4811,R2,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0524_C021912,GM_RM011,524,main,14.9655,430,R2,2,0,0,0,0.92574819,0.38891613
WGV33D_MAIN_F0524_C021913,GM_RM011,524,main,19.938,406,R2,4,0,0,0,0.92800452,0.39826628
WGV33D_MAIN_F0524_C021914,GM_RM011,524,main,30.3589,72.4415,R0,19,0,0.68421053,0,1,0.92243026
WGV33D_MAIN_F0524_C021915,GM_RM011,524,main,40.9514,106,R0,2,0,0,0,1,0.42387946
WGV33D_MAIN_F0524_C021916,GM_RM011,524,main,53.0378,302,R2,2,0,0,0,1,0.4156522
WGV33D_MAIN_F0525_C021932,GM_RM011,525,main,-44.9904,82,R0,4,0,0.75,0,1,0.96794699
WGV33D_MAIN_F0525_C021933,GM_RM011,525,main,-10.966,198.6268,R1,1541,0.05970149,0.29396496,0.09075276,0.99988879,0.72627019
WGV33D_MAIN_F0525_C021934,GM_RM011,525,main,-35.1802,67.8493,R0,12,0,1,0,1,1
WGV33D_MAIN_F0525_C021935,GM_RM011,525,main,-21.9841,110,R0,6,0,0.33333333,0,1,0.69146223
WGV33D_MAIN_F0525_C021936,GM_RM011,525,main,-14.5328,56.9239,R0,18,0.33333333,0.66666667,0.24722222,1,1
WGV33D_MAIN_F0525_C021937,GM_RM011,525,main,-13.0283,394,R2,2,0,0,0.05,0.98168597,0.42378618
WGV33D_MAIN_F0525_C021938,GM_RM011,525,main,-7.1699,101.4279,R0,12,0,0.83333333,0,1,1
WGV33D_MAIN_F0525_C021939,GM_RM011,525,main,-2.6355,51.2627,R0,8,0.125,0.875,0.18125,1,1
WGV33D_MAIN_F0525_C021940,GM_RM011,525,main,1.1708,103.6376,R0,39,0,0.87179487,0,1,1
WGV33D_MAIN_F0525_C021941,GM_RM011,525,main,8.815,52.5214,R0,56,0.28571429,0.71428571,0.24910714,1,1
WGV33D_MAIN_F0525_C021942,GM_RM011,525,main,2.2723,372.719,R2,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0525_C021943,GM_RM011,525,main,20.4885,406.9796,R2,6,0,0,0,0.91784229,0.39024003
WGV33D_MAIN_F0525_C021944,GM_RM011,525,main,33.8293,220.1279,R1,368,0,0.39402174,0.03994565,0.99692146,0.71796981
WGV33D_MAIN_F0525_C021945,GM_RM011,525,main,31.7779,72.3536,R0,8,0,0.5,0,1,0.80063982
WGV33D_MAIN_F0526_C021961,GM_RM011,526,main,-21.4087,206.5358,R1,1012,0.05731225,0.30335968,0.08211462,0.99983066,0.73132847
WGV33D_MAIN_F0526_C021962,GM_RM011,526,main,-31.4229,65.5324,R0,15,0,1,0.06,1,1
WGV33D_MAIN_F0526_C021963,GM_RM011,526,main,-7.392,54.5204,R0,57,0.22807018,0.77192982,0.19473684,1,1
WGV33D_MAIN_F0526_C021964,GM_RM011,526,main,-12.5,391.8467,R2,2,0,0,0.05,0.97131685,0.43096122
WGV33D_MAIN_F0526_C021965,GM_RM011,526,main,0.7808,103.3679,R0,56,0,0.875,0,1,1
WGV33D_MAIN_F0526_C021966,GM_RM011,526,main,4.7906,53.0784,R0,29,0.10344828,0.89655172,0.15,1,1
WGV33D_MAIN_F0526_C021967,GM_RM011,526,main,2.016,90,R0,2,0,1,0,1,1
WGV33D_MAIN_F0526_C021968,GM_RM011,526,main,2.4671,371.131,R2,6,0,1,0,1,1
WGV33D_MAIN_F0526_C021969,GM_RM011,526,main,15.0247,187.2698,R1,330,0.08787879,0.62121212,0.17151515,1,1
WGV33D_MAIN_F0526_C021970,GM_RM011,526,main,10.7762,103.8744,R0,8,0,1,0,1,1
WGV33D_MAIN_F0526_C021971,GM_RM011,526,main,17.8383,53.2804,R0,26,0.26923077,0.73076923,0.225,1,1
WGV33D_MAIN_F0526_C021972,GM_RM011,526,main,21.1837,408.838,R2,4,0,0,0,0.90842171,0.38973625
WGV33D_MAIN_F0526_C021973,GM_RM011,526,main,37.3314,228.9625,R1,90,0,0.48888889,0.01222222,0.99821854,0.79121157
WGV33D_MAIN_F0526_C021974,GM_RM011,526,main,44.1478,115.0495,R0,16,0,0,0,1,0.42843675
WGV33D_MAIN_F0527_C021990,GM_RM011,527,main,-1.206,203.5502,R1,2160,0.0412037,0.27268519,0.06900463,0.99832661,0.68416858
WGV33D_MAIN_F0527_C021991,GM_RM011,527,main,-36.0025,78,R0,2,0,1,0,1,1
WGV33D_MAIN_F0527_C021992,GM_RM011,527,main,-27.8746,63.6984,R0,18,0,1,0.05277778,1,1
WGV33D_MAIN_F0527_C021993,GM_RM011,527,main,-5.4271,54.0323,R0,26,0.23076923,0.76923077,0.21923077,1,1
WGV33D_MAIN_F0527_C021994,GM_RM011,527,main,0.3855,101.6101,R0,21,0,1,0,1,1
WGV33D_MAIN_F0527_C021995,GM_RM011,527,main,-1.008,222,R1,2,0,0.5,0,1,0.80669468
WGV33D_MAIN_F0527_C021996,GM_RM011,527,main,10.1883,53.7273,R0,59,0.18644068,0.81355932,0.18474576,1,1
WGV33D_MAIN_F0527_C021997,GM_RM011,527,main,2.3067,378.3602,R2,15,0,0.53333333,0.06333333,0.99210654,0.82250944
WGV33D_MAIN_F0527_C021998,GM_RM011,527,main,10.0804,103.8099,R0,18,0,1,0,1,1
WGV33D_MAIN_F0527_C021999,GM_RM011,527,main,21.4924,409.0935,R2,6,0,0,0,0.8993253,0.38152435
WGV33D_MAIN_F0527_C022000,GM_RM011,527,main,45.4908,114,R0,3,0,0,0,1,0.43058366
WGV33D_MAIN_F0528_C022014,GM_RM011,528,main,-42.4482,257.7926,R2,25,0,0.12,0.012,0.99903149,0.53392136
WGV33D_MAIN_F0528_C022015,GM_RM011,528,main,1.8843,199.0786,R1,1558,0.05712452,0.3279846,0.08956996,0.99945777,0.74573244
WGV33D_MAIN_F0528_C022016,GM_RM011,528,main,-24.9022,61.9903,R0,16,0.125,0.875,0.146875,1,1
WGV33D_MAIN_F0528_C022017,GM_RM011,528,main,-12.5635,106,R0,9,0,1,0,1,1
WGV33D_MAIN_F0528_C022018,GM_RM011,528,main,-10.9719,390,R2,2,0,0,0,0.95305534,0.3999695
WGV33D_MAIN_F0528_C022019,GM_RM011,528,main,-3.1783,53.4682,R0,15,0.13333333,0.86666667,0.14333333,1,1
WGV33D_MAIN_F0528_C022020,GM_RM011,528,main,1.5625,226.3261,R1,20,0,0.1,0,1,0.52067341
WGV33D_MAIN_F0528_C022021,GM_RM011,528,main,6.7382,54.16,R0,37,0.18918919,0.81081081,0.2,1,1
WGV33D_MAIN_F0528_C022022,GM_RM011,528,main,2.338,378.575,R2,10,0,0.5,0.03,0.99149548,0.80108129
WGV33D_MAIN_F0528_C022023,GM_RM011,528,main,11.062,104.9802,R0,30,0,0.93333333,0,1,1
WGV33D_MAIN_F0528_C022024,GM_RM011,528,main,23.3064,55.5427,R0,12,0,1,0.0375,1,1
WGV33D_MAIN_F0528_C022025,GM_RM011,528,main,28.4871,56.0158,R0,5,0,1,0,1,1
WGV33D_MAIN_F0528_C022026,GM_RM011,528,main,32.9676,62,R0,2,0,1,0,1,1
WGV33D_MAIN_F0529_C022039,GM_RM011,529,main,-36.9744,241.0289,R1,72,0,0.30555556,0.03402778,0.99891968,0.66370169
WGV33D_MAIN_F0529_C022040,GM_RM011,529,main,-31.7363,70.901,R0,6,0,0.5,0,1,0.81161517
WGV33D_MAIN_F0529_C022041,GM_RM011,529,main,-25.0542,208.8005,R1,98,0.06122449,0.58163265,0.14897959,1,0.94287951
WGV33D_MAIN_F0529_C022042,GM_RM011,529,main,-26.5282,62,R0,3,0,1,0.08333333,1,1
WGV33D_MAIN_F0529_C022043,GM_RM011,529,main,-27.1699,72.647,R0,3,0,0,0,1,0.45451751
WGV33D_MAIN_F0529_C022044,GM_RM011,529,main,-21.4601,61.4672,R0,13,0.15384615,0.69230769,0.14230769,1,1
WGV33D_MAIN_F0529_C022045,GM_RM011,529,main,3.6136,183.6812,R1,234,0.26923077,0.7008547,0.37735043,1,1
WGV33D_MAIN_F0529_C022046,GM_RM011,529,main,-11.6263,104.9952,R0,18,0,0.72222222,0,1,0.95360957
WGV33D_MAIN_F0529_C022047,GM_RM011,529,main,-2.2258,52.862,R0,9,0,1,0.08333333,1,1
WGV33D_MAIN_F0529_C022048,GM_RM011,529,main,-1.0281,102,R0,2,0,1,0,1,1
WGV33D_MAIN_F0529_C022049,GM_RM011,529,main,4.3823,54.1166,R0,26,0.07692308,0.92307692,0.13076923,1,1
WGV33D_MAIN_F0529_C022050,GM_RM011,529,main,1.5,232.1466,R1,2,0,0.5,0,1,0.80669468
WGV33D_MAIN_F0529_C022051,GM_RM011,529,main,2.6577,377.2416,R2,10,0,0.6,0.085,0.99168302,0.87039111
WGV33D_MAIN_F0529_C022052,GM_RM011,529,main,4.9865,90,R0,2,0,1,0,1,1
WGV33D_MAIN_F0529_C022053,GM_RM011,529,main,12.183,106.3656,R0,21,0,0.95238095,0,1,1
WGV33D_MAIN_F0529_C022054,GM_RM011,529,main,19.2966,106.6163,R0,10,0,0.9,0,1,1
WGV33D_MAIN_F0529_C022055,GM_RM011,529,main,22.9387,414,R2,2,0,0,0,0.8667482,0.36677027
WGV33D_MAIN_F0529_C022056,GM_RM011,529,main,24.5103,58,R0,3,0,1,0.15,1,1
WGV33D_MAIN_F0529_C022057,GM_RM011,529,main,35.6221,224.1991,R1,300,0,0.40666667,0.03616667,0.99629035,0.72604468
WGV33D_MAIN_F0529_C022058,GM_RM011,529,main,29.486,57.3608,R0,11,0,1,0,1,1
WGV33D_MAIN_F0529_C022059,GM_RM011,529,main,33.4247,59.1861,R0,6,0,1,0,1,1
WGV33D_MAIN_F0530_C022075,GM_RM011,530,main,-58.2843,109.4369,R0,12,0,0,0,1,0.43786467
WGV33D_MAIN_F0530_C022076,GM_RM011,530,main,-43.5331,269.1826,R2,9,0,0,0,1,0.4222053
WGV33D_MAIN_F0530_C022077,GM_RM011,530,main,-16.0715,202.805,R1,1100,0.06818182,0.30454545,0.10009091,0.9998513,0.74642822
WGV33D_MAIN_F0530_C022078,GM_RM011,530,main,-18.4167,60.2767,R0,10,0.1,0.9,0.14,1,1
WGV33D_MAIN_F0530_C022079,GM_RM011,530,main,-9.0235,104.7283,R0,16,0,0.6875,0,1,0.93002305
WGV33D_MAIN_F0530_C022080,GM_RM011,530,main,0.7821,102.6856,R0,8,0,1,0,1,1
WGV33D_MAIN_F0530_C022081,GM_RM011,530,main,5.3614,54.0059,R0,29,0.10344828,0.89655172,0.15,1,1
WGV33D_MAIN_F0530_C022082,GM_RM011,530,main,3.5,374.0011,R2,3,0,1,0.15,1,1
WGV33D_MAIN_F0530_C022083,GM_RM011,530,main,6.6368,92.133,R0,12,0,0.66666667,0,1,0.92138431
WGV33D_MAIN_F0530_C022084,GM_RM011,530,main,23.7396,197.7489,R1,480,0.03125,0.47916667,0.07614583,0.999983,0.82564689
WGV33D_MAIN_F0530_C022085,GM_RM011,530,main,14.1207,106.4252,R0,16,0,0.8125,0,1,1
WGV33D_MAIN_F0530_C022086,GM_RM011,530,main,23.0275,107.89,R0,4,0,1,0,1,1
WGV33D_MAIN_F0530_C022087,GM_RM011,530,main,23.5095,414,R2,3,0,0,0,0.86674087,0.36453297
WGV33D_MAIN_F0530_C022088,GM_RM011,530,main,33.109,59.238,R0,40,0,0.825,0,1,1
WGV33D_MAIN_F0530_C022089,GM_RM011,530,main,40.4856,66,R0,3,0,1,0,1,1
WGV33D_MAIN_F0530_C022090,GM_RM011,530,main,42.8234,245.3843,R1,18,0,0.5,0.05555556,0.99228094,0.78990467
WGV33D_MAIN_F0531_C022106,GM_RM011,531,main,-58.4622,106,R0,3,0,0,0,1,0.43134066
WGV33D_MAIN_F0531_C022107,GM_RM011,531,main,-38.7193,249.2242,R1,25,0,0.08,0.02,0.99882972,0.49373847
WGV33D_MAIN_F0531_C022108,GM_RM011,531,main,-3.1931,194.4422,R1,1008,0.08531746,0.35912698,0.12772817,0.99996511,0.80526611
WGV33D_MAIN_F0531_C022109,GM_RM011,531,main,-25.9793,66,R0,2,0,1,0,1,1
WGV33D_MAIN_F0531_C022110,GM_RM011,531,main,-15.7941,59.6208,R0,23,0.08695652,0.91304348,0.09130435,1,1
WGV33D_MAIN_F0531_C022111,GM_RM011,531,main,-7.577,103.6288,R0,14,0,0.71428571,0,1,0.95151995
WGV33D_MAIN_F0531_C022112,GM_RM011,531,main,1.7758,103.6792,R0,14,0,1,0,1,1
WGV33D_MAIN_F0531_C022113,GM_RM011,531,main,8.4598,54.7079,R0,40,0.225,0.775,0.22,1,1
WGV33D_MAIN_F0531_C022114,GM_RM011,531,main,2.9182,418,R2,2,0,0,0,0.9417072,0.40530602
WGV33D_MAIN_F0531_C022115,GM_RM011,531,main,4.3006,372.5027,R2,6,0,0.66666667,0.03333333,0.99686661,0.91820814
WGV33D_MAIN_F0531_C022116,GM_RM011,531,main,8.2774,91.4633,R0,6,0,0.66666667,0,1,0.92270906
WGV33D_MAIN_F0531_C022117,GM_RM011,531,main,17.5059,107.5802,R0,16,0,0.8125,0,1,1
WGV33D_MAIN_F0531_C022118,GM_RM011,531,main,19.4692,438,R2,3,0,0,0,0.90306058,0.37724487
WGV33D_MAIN_F0531_C022119,GM_RM011,531,main,24.9079,111.1371,R0,12,0,0.41666667,0,1,0.74124329
WGV33D_MAIN_F0531_C022120,GM_RM011,531,main,37.4379,62.249,R0,36,0,0.88888889,0,1,1
WGV33D_MAIN_F0531_C022121,GM_RM011,531,main,43.8773,246.3344,R1,24,0,0.5,0.03333333,0.9955933,0.7914187
WGV33D_MAIN_F0532_C022136,GM_RM011,532,main,-57.652,103.1125,R0,10,0,0,0,1,0.43835672
WGV33D_MAIN_F0532_C022137,GM_RM011,532,main,0.5838,198.4763,R1,1558,0.05712452,0.33055199,0.08966624,0.99948614,0.74808463
WGV33D_MAIN_F0532_C022138,GM_RM011,532,main,-21.2027,66.0261,R0,9,0,0.77777778,0,1,1
WGV33D_MAIN_F0532_C022139,GM_RM011,532,main,-13.4065,59.8223,R0,30,0.03333333,0.96666667,0.02333333,1,1
WGV33D_MAIN_F0532_C022140,GM_RM011,532,main,0.0832,103.5915,R0,34,0,0.94117647,0,1,1
WGV33D_MAIN_F0532_C022141,GM_RM011,532,main,5.9846,55.1005,R0,29,0.10344828,0.89655172,0.15,1,1
WGV33D_MAIN_F0532_C022142,GM_RM011,532,main,3.0188,418,R2,2,0,0,0,0.9417072,0.40530602
WGV33D_MAIN_F0532_C022143,GM_RM011,532,main,4.8851,373.2137,R2,8,0,0.5,0.025,0.99606762,0.79564451
WGV33D_MAIN_F0532_C022144,GM_RM011,532,main,9.6974,91.5125,R0,6,0,0.66666667,0,1,0.92456529
WGV33D_MAIN_F0532_C022145,GM_RM011,532,main,16.488,56.598,R0,21,0.28571429,0.71428571,0.21190476,1,1
WGV33D_MAIN_F0532_C022146,GM_RM011,532,main,21.0595,110,R0,6,0,1,0,1,1
WGV33D_MAIN_F0532_C022147,GM_RM011,532,main,20.4845,438,R2,3,0,0,0,0.88285752,0.3701738
WGV33D_MAIN_F0532_C022148,GM_RM011,532,main,26.0571,418,R2,2,0,0,0,0.83010941,0.35035179
WGV33D_MAIN_F0532_C022149,GM_RM011,532,main,40.3131,63.5918,R0,27,0,0.81481481,0.0037037,0.99993483,1
WGV33D_MAIN_F0532_C022150,GM_RM011,532,main,46.3777,250.5844,R1,10,0,0.3,0.07,0.98775819,0.65040858
WGV33D_MAIN_F0532_C022151,GM_RM011,532,main,47.0468,70,R0,2,0,0,0,1,0.46870105
WGV33D_MAIN_F0533_C022165,GM_RM011,533,main,-58.0867,99.9574,R0,12,0,0,0,1,0.44004841
WGV33D_MAIN_F0533_C022166,GM_RM011,533,main,-42.1943,116.7032,R0,4,0,0,0,1,0.43002951
WGV33D_MAIN_F0533_C022167,GM_RM011,533,main,-2.1925,195.9119,R1,1278,0.06964006,0.342723,0.10672926,0.99974356,0.77332132
WGV33D_MAIN_F0533_C022168,GM_RM011,533,main,-18.0309,64.0787,R0,15,0,0.66666667,0,1,0.92816308
WGV33D_MAIN_F0533_C022169,GM_RM011,533,main,-11.1921,58.3598,R0,22,0.27272727,0.72727273,0.20227273,1,1
WGV33D_MAIN_F0533_C022170,GM_RM011,533,main,-5.6594,96.1354,R0,15,0,0.93333333,0,1,1
WGV33D_MAIN_F0533_C022171,GM_RM011,533,main,-4.387,57.3064,R0,8,0,1,0,1,1
WGV33D_MAIN_F0533_C022172,GM_RM011,533,main,6.0202,103.4103,R0,45,0,0.97777778,0,1,1
WGV33D_MAIN_F0533_C022173,GM_RM011,533,main,6.0122,54.8255,R0,31,0.12903226,0.87096774,0.16290323,1,1
WGV33D_MAIN_F0533_C022174,GM_RM011,533,main,4.9718,374,R2,4,0,0.5,0.025,0.99647146,0.80034995
WGV33D_MAIN_F0533_C022175,GM_RM011,533,main,3.9909,418,R2,2,0,0,0,0.9481908,0.41056701
WGV33D_MAIN_F0533_C022176,GM_RM011,533,main,11.9396,92.0756,R0,4,0,1,0,1,1
WGV33D_MAIN_F0533_C022177,GM_RM011,533,main,15.1501,56.7699,R0,4,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0533_C022178,GM_RM011,533,main,21.336,58.0153,R0,23,0.08695652,0.91304348,0.09130435,1,1
WGV33D_MAIN_F0533_C022179,GM_RM011,533,main,24.0395,110,R0,2,0,1,0,1,1
WGV33D_MAIN_F0533_C022180,GM_RM011,533,main,39.6185,223.366,R1,54,0,0.5,0,1,0.80465159
WGV33D_MAIN_F0533_C022181,GM_RM011,533,main,42.553,65.8641,R0,18,0,0.83333333,0,1,1
WGV33D_MAIN_F0533_C022182,GM_RM011,533,main,47.5092,252.4737,R1,30,0,0.1,0.04333333,0.99330005,0.50646939
WGV33D_MAIN_F0533_C022183,GM_RM011,533,main,49.0403,74,R0,2,0,0,0,1,0.46493418
WGV33D_MAIN_F0534_C022204,GM_RM011,534,main,-56.8501,96.4519,R0,16,0,0,0,1,0.44259563
WGV33D_MAIN_F0534_C022205,GM_RM011,534,main,-40.809,114.0074,R0,6,0,0,0,1,0.42847812
WGV33D_MAIN_F0534_C022206,GM_RM011,534,main,-30.6072,227.6884,R1,315,0.02857143,0.33015873,0.05587302,0.99948074,0.7092833
WGV33D_MAIN_F0534_C022207,GM_RM011,534,main,-16.6574,198.6369,R1,15,0,0.73333333,0.18,1,0.99596062
WGV33D_MAIN_F0534_C022208,GM_RM011,534,main,-12.0777,60.7471,R0,40,0.25,0.75,0.18125,1,1
WGV33D_MAIN_F0534_C022209,GM_RM011,534,main,-11.8674,192.758,R1,4,0,1,0.45,1,1
WGV33D_MAIN_F0534_C022210,GM_RM011,534,main,10.3934,187.4263,R1,396,0.12626263,0.53787879,0.18522727,1,0.98930804
WGV33D_MAIN_F0534_C022211,GM_RM011,534,main,-3.7215,95.2177,R0,12,0,1,0,1,1
WGV33D_MAIN_F0534_C022212,GM_RM011,534,main,-3.708,57.5171,R0,15,0,1,0,1,1
WGV33D_MAIN_F0534_C022213,GM_RM011,534,main,0.9582,134,R1,4,0,1,0,1,1
WGV33D_MAIN_F0534_C022214,GM_RM011,534,main,7.1743,54.7651,R0,37,0.18918919,0.81081081,0.2,1,1
WGV33D_MAIN_F0534_C022215,GM_RM011,534,main,3.0296,102,R0,2,0,1,0,1,1
WGV33D_MAIN_F0534_C022216,GM_RM011,534,main,5.0382,374,R2,4,0,0.5,0.025,0.99647146,0.80034995
WGV33D_MAIN_F0534_C022217,GM_RM011,534,main,7.1954,103.666,R0,8,0,0.875,0,1,1
WGV33D_MAIN_F0534_C022218,GM_RM011,534,main,13.7486,105.0973,R0,6,0,1,0,1,1
WGV33D_MAIN_F0534_C022219,GM_RM011,534,main,23.6717,60.3107,R0,30,0,1,0.015,1,1
WGV33D_MAIN_F0534_C022220,GM_RM011,534,main,37.0165,216.0661,R1,4,0,0.5,0,1,0.8020813
WGV33D_MAIN_F0534_C022221,GM_RM011,534,main,44.8805,68.2308,R0,8,0,0.75,0,1,0.96628454
WGV33D_MAIN_F0534_C022222,GM_RM011,534,main,47.8088,68.7308,R0,4,0,0,0,1,0.45318823
WGV33D_MAIN_F0534_C022223,GM_RM011,534,main,48.6615,255.5307,R1,6,0,0,0.08333333,0.99054318,0.43484603
WGV33D_MAIN_F0535_C022240,GM_RM011,535,main,-54.8733,92.5073,R0,10,0,0,0,1,0.45121573
WGV33D_MAIN_F0535_C022241,GM_RM011,535,main,-39.5076,254.6489,R1,25,0,0.04,0.012,0.99875626,0.46305871
WGV33D_MAIN_F0535_C022242,GM_RM011,535,main,-39.5,112.0299,R0,2,0,0,0,1,0.42911499
WGV33D_MAIN_F0535_C022243,GM_RM011,535,main,-1.1272,197.1707,R1,1224,0.07107843,0.36519608,0.10939542,0.99987806,0.79158766
WGV33D_MAIN_F0535_C022244,GM_RM011,535,main,-12.0011,63.5304,R0,10,0,1,0,1,1
WGV33D_MAIN_F0535_C022245,GM_RM011,535,main,-7.2803,59.935,R0,7,0,1,0,1,1
WGV33D_MAIN_F0535_C022246,GM_RM011,535,main,0.293,94,R0,10,0,1,0,1,1
WGV33D_MAIN_F0535_C022247,GM_RM011,535,main,1.5452,134,R1,7,0,0.71428571,0,1,0.95557628
WGV33D_MAIN_F0535_C022248,GM_RM011,535,main,7.7004,54.587,R0,43,0.27906977,0.72093023,0.25348837,1,1
WGV33D_MAIN_F0535_C022249,GM_RM011,535,main,4.936,374.6359,R2,8,0,0.375,0.08125,0.99170087,0.70299684
