response_unit_id,sar_frame,measurement_region_type,matched_gt_pair_id,matched_gt_instance_id,response_region_bbox,physical_vehicle_id,mask_class,gt_pair_linked_mask_context,frame_only_mask_context,mask_state,actual_fan_pixel_censored,gt_bbox_intersects_invalid_mask,sar_response_touches_mask,sar_response_truncation_direction,multiple_boundary_variant_uncertainty,response_center_radial_px,response_center_azimuth_deg,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,sar_azimuth_p50_width_deg_approx,sar_azimuth_p80_width_deg_approx,sar_azimuth_p90_width_deg_approx,sar_range_p80_interval_m,sar_cross_range_p80_width_m,absolute_scale_status,scale_blocked_reason
R21B00241,289,core_region,,,"1146,1138,1308,1240",,,false,false,no_mask_audit_row,false,,,,true,159.309636,27.272768,36.172326,81.04469,98.489962,54.163704,109.349318,135.279953,19.48,39.32753,48.653494,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00242,289,core_region,,,"1146,1138,1308,1270",,,false,false,no_mask_audit_row,false,,,,true,146.138838,29.968578,49.365385,106.964036,137.151768,55.06955,104.909825,131.999134,21.590789,41.131367,51.75211,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00243,289,core_region,,,"1146,1210,1224,1270",,,false,false,no_mask_audit_row,false,,,,true,95.756775,18.889067,30.848992,49.799087,59.13733,27.536433,53.80507,62.046785,16.476342,32.194102,37.125508,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00244,290,core_region,WGV35A_PAIR_0213,328,"1146,1138,1314,1228",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,166.017348,27.244172,33.51216,70.062557,90.882068,59.851576,115.889093,139.303514,20.65593,39.995555,48.076322,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00245,290,core_region,WGV35A_PAIR_0213,328,"1206,1192,1236,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,132.748484,30.31236,13.905997,28.42217,34.82375,13.095441,26.204442,32.911864,5.652144,11.31014,14.205141,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00246,290,core_region,WGV35A_PAIR_0213,328,"1146,1246,1206,1282",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,false,70.139575,18.279956,13.259276,26.815104,35.115696,25.315237,42.720533,49.358725,20.67957,34.897649,40.32027,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00247,290,core_region,WGV35A_PAIR_0213,328,"1146,1138,1314,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,160.70644,28.223486,37.608947,81.928266,99.978569,56.764371,113.025962,137.567604,20.237888,40.296522,49.046218,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00248,290,core_region,WGV35A_PAIR_0213,328,"1146,1138,1314,1282",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,142.5495,32.218409,55.166802,117.960428,145.416154,56.19241,107.214687,133.811763,22.585754,43.093445,53.783768,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00249,290,core_region,WGV35A_PAIR_0213,328,"1146,1192,1236,1282",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,100.647702,21.568845,41.306457,65.875324,80.77482,35.124498,61.402296,73.660897,19.995345,34.954523,41.932984,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00250,290,core_region,WGV35A_PAIR_0213,328,"1146,1138,1314,1282",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0213,false,false,true,bottom_near_range_mask,true,142.5495,32.218409,55.166802,117.960428,145.416154,56.19241,107.214687,133.811763,22.585754,43.093445,53.783768,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
