component_id,scene,sar_frame,target_azimuth_min,target_azimuth_max,target_radial_pixel_min,target_radial_pixel_max,target_valid_pixel_count,target_mean_intensity,adjacent_control_status,adjacent_control_mean,adjacent_control_ratio,far_control_status,far_control_mean,far_control_ratio,temporal_control_status,temporal_control_frame,temporal_control_mean,temporal_control_ratio,matched_control_status
WGV33D_MAIN_F0101_C003479,GM_RM011,101,-28,-26,136,140,20,92.500001,matched_background_control,60.631579,1.525608,matched_background_control,0,92500000762.939438,temporal_background_control,221,58.499999,1.581197,matched_control_available
WGV33D_MAIN_F0101_C003480,GM_RM011,101,-25,-23,152,156,21,127.095242,matched_background_control,89.409092,1.421502,matched_background_control,0,127095242091.587601,temporal_background_control,221,57.904762,2.194901,matched_control_available
WGV33D_MAIN_F0101_C003481,GM_RM011,101,-24,-19,144,148,49,109.755103,matched_background_control,74.019608,1.482784,matched_background_control,0,109755102975.027893,temporal_background_control,221,95.857143,1.144986,matched_control_available
WGV33D_MAIN_F0101_C003482,GM_RM011,101,-23,-10,56,68,99,119.707071,matched_background_control,92.258824,1.204676,matched_background_control,13.976331,7.952159,temporal_background_control,221,106.159763,1.046932,matched_control_available
WGV33D_MAIN_F0101_C003483,GM_RM011,101,-22,-18,160,172,92,102.065218,matched_background_control,71.357142,1.302202,matched_background_control,0,92921429388.863693,temporal_background_control,221,68.307143,1.360347,matched_control_available
WGV33D_MAIN_F0101_C003484,GM_RM011,101,-17,-13,168,180,87,103.321839,matched_background_control,66.469387,1.419373,matched_background_control,0.042254,2232.827532,temporal_background_control,221,83.862069,1.125,matched_control_available
WGV33D_MAIN_F0101_C003485,GM_RM011,101,-15,-12,100,104,22,99.772728,matched_background_control,75.318182,1.324683,matched_background_control,26.136363,3.817391,temporal_background_control,221,73.045454,1.365899,matched_control_available
WGV33D_MAIN_F0101_C003486,GM_RM011,101,-12,-8,160,164,45,99.888888,matched_background_control,79.954546,1.249321,matched_background_control,45.804349,2.180773,temporal_background_control,221,60.977778,1.63812,matched_control_available
WGV33D_MAIN_F0101_C003487,GM_RM011,101,-12,-10,168,180,49,101.469387,matched_background_control,97.042253,1.018339,matched_background_control,40.479452,2.441286,temporal_background_control,221,82.109588,1.203537,matched_control_available
WGV33D_MAIN_F0101_C003488,GM_RM011,101,-9,-7,76,84,16,95.312501,matched_background_control,64.26087,1.421762,matched_background_control,55.750001,1.63881,temporal_background_control,221,82.227273,1.111111,matched_control_available
WGV33D_MAIN_F0101_C003489,GM_RM011,101,0,3,120,128,36,106.305556,matched_background_control,61.08,1.583696,matched_background_control,56.307693,1.717921,temporal_background_control,221,60.035715,1.611243,matched_control_available
WGV33D_MAIN_F0101_C003490,GM_RM011,101,5,15,80,92,89,101.696629,matched_background_control,59.237569,1.513176,matched_background_control,58.500001,1.532254,temporal_background_control,221,64.787709,1.383547,matched_control_available
WGV33D_MAIN_F0101_C003491,GM_RM011,101,12,16,184,188,51,96.90196,matched_background_control,55.076922,1.759393,matched_background_control,56.784314,1.706492,temporal_background_control,221,78.490196,1.234574,matched_control_available
WGV33D_MAIN_F0101_C003492,GM_RM011,101,19,25,112,120,73,130.452055,matched_background_control,96.309278,1.242092,matched_background_control,59.947917,1.995482,temporal_background_control,221,65.291667,1.832163,matched_control_available
WGV33D_MAIN_F0101_C003493,GM_RM011,101,30,35,176,184,62,89.967741,matched_background_control,52.864,1.584629,matched_background_control,77.232,1.084652,temporal_background_control,221,61.492065,1.362287,matched_control_available
WGV33D_MAIN_F0101_C003494,GM_RM011,101,33,39,64,76,49,94.734694,matched_background_control,56.179775,1.480264,matched_background_control,76.471265,1.087479,temporal_background_control,221,58.505747,1.421415,matched_control_available
WGV33D_STRICT_F0101_C003495,GM_RM011,101,-58,-49,84,92,67,110.089553,matched_background_control,9.45045,10.519942,matched_background_control,58.4,1.702366,temporal_background_control,221,47.354545,2.099443,matched_control_available
WGV33D_STRICT_F0101_C003496,GM_RM011,101,-40,-37,148,152,32,106.59375,matched_background_control,67.151516,1.587362,matched_background_control,0,106593749761.581421,temporal_background_control,221,68.125,1.564679,matched_control_available
WGV33D_STRICT_F0101_C003497,GM_RM011,101,-38,-28,64,76,97,118.195877,matched_background_control,67.636986,1.629526,matched_background_control,0,110216216267.766174,temporal_background_control,221,78.121622,1.410829,matched_control_available
WGV33D_STRICT_F0101_C003498,GM_RM011,101,-34,-31,168,172,36,112.36111,matched_background_control,59.777777,1.879647,matched_background_control,0,112361110263.400604,temporal_background_control,221,94.722223,1.186217,matched_control_available
WGV33D_STRICT_F0101_C003499,GM_RM011,101,-25,-23,152,156,21,127.095242,matched_background_control,89.409092,1.421502,matched_background_control,0,127095242091.587601,temporal_background_control,221,57.904762,2.194901,matched_control_available
WGV33D_STRICT_F0101_C003500,GM_RM011,101,-24,-20,144,148,39,115.871796,matched_background_control,76.243903,1.519752,matched_background_control,0,115871795654.296875,temporal_background_control,221,87.717949,1.320959,matched_control_available
WGV33D_STRICT_F0101_C003501,GM_RM011,101,-23,-13,56,68,64,132.640625,matched_background_control,95.603054,1.251916,matched_background_control,3.534884,33.858829,temporal_background_control,221,104.480916,1.14554,matched_control_available
WGV33D_STRICT_F0101_C003502,GM_RM011,101,-22,-18,160,164,45,116.955556,matched_background_control,80.777777,1.447868,matched_background_control,0,116955555725.097641,temporal_background_control,221,61.711111,1.895211,matched_control_available
WGV33D_STRICT_F0101_C003503,GM_RM011,101,-17,-13,172,180,63,107.857142,matched_background_control,61.787878,1.611084,matched_background_control,0.051546,1931.181793,temporal_background_control,221,76.262627,1.305298,matched_control_available
WGV33D_STRICT_F0101_C003504,GM_RM011,101,-11,-8,160,164,34,101.882352,matched_background_control,74.060608,1.375662,matched_background_control,45.428573,2.242693,temporal_background_control,221,60.32353,1.688932,matched_control_available
WGV33D_STRICT_F0101_C003505,GM_RM011,101,1,3,120,128,24,115.541667,matched_background_control,65.21875,1.650695,matched_background_control,59.727274,1.802464,temporal_background_control,221,61.21875,1.75855,matched_control_available
WGV33D_STRICT_F0101_C003506,GM_RM011,101,6,11,84,92,30,108.666667,matched_background_control,62.677419,1.559959,matched_background_control,57.903227,1.688579,temporal_background_control,221,63.048387,1.55078,matched_control_available
WGV33D_STRICT_F0101_C003507,GM_RM011,101,12,15,84,92,25,108.359999,matched_background_control,95.722222,1.075748,matched_background_control,51.777778,1.988748,temporal_background_control,221,64.810811,1.588824,matched_control_available
WGV33D_STRICT_F0101_C003508,GM_RM011,101,12,14,184,188,26,105.807693,matched_background_control,56.962963,1.857482,matched_background_control,56.5,1.872703,temporal_background_control,221,77,1.374126,matched_control_available
WGV33D_STRICT_F0101_C003509,GM_RM011,101,19,24,112,120,65,135.384615,matched_background_control,96.780488,1.298981,matched_background_control,60.873418,2.065204,temporal_background_control,221,65.395062,1.922409,matched_control_available
WGV33D_STRICT_F0101_C003510,GM_RM011,101,34,37,68,76,20,108.15,matched_background_control,71.999999,1.398611,matched_background_control,67.600001,1.489645,temporal_background_control,221,62.966666,1.599259,matched_control_available
WGV33D_MAIN_F0102_C003511,GM_RM011,102,-58,-48,80,92,117,108.017093,matched_background_control,7.644444,12.659157,matched_background_control,65.942857,1.467516,temporal_background_control,222,52.911111,1.828958,matched_control_available
WGV33D_MAIN_F0102_C003512,GM_RM011,102,-37,-24,60,76,131,122.53435,matched_background_control,65.171428,1.730238,matched_background_control,0,112762096620.375092,temporal_background_control,222,77.818549,1.449039,matched_control_available
WGV33D_MAIN_F0102_C003513,GM_RM011,102,-33,-31,164,172,23,111.739132,matched_background_control,64.510639,1.635052,matched_background_control,0,105478262362.272842,temporal_background_control,222,90.260869,1.168593,matched_control_available
WGV33D_MAIN_F0102_C003514,GM_RM011,102,-30,-22,104,112,66,100.621212,matched_background_control,62.674999,1.387448,matched_background_control,0,86958333301.544174,temporal_background_control,222,72.541667,1.198736,matched_control_available
WGV33D_MAIN_F0102_C003515,GM_RM011,102,-25,-22,152,156,31,130.51613,matched_background_control,92.5625,1.410032,matched_background_control,0,130516129524.477051,temporal_background_control,222,58.67742,2.224299,matched_control_available
WGV33D_MAIN_F0102_C003516,GM_RM011,102,-23,-19,140,148,60,111.099997,matched_background_control,80.012195,1.291678,matched_background_control,0,103349997901.916504,temporal_background_control,222,89.175,1.158957,matched_control_available
WGV33D_MAIN_F0102_C003517,GM_RM011,102,-22,-11,56,68,81,131.481481,matched_background_control,110.402777,1.115433,matched_background_control,14.174825,8.687716,temporal_background_control,222,101.741259,1.210392,matched_control_available
WGV33D_MAIN_F0102_C003518,GM_RM011,102,-21,-18,156,168,68,116.647059,matched_background_control,81.815534,1.318263,matched_background_control,0,107854370191.259293,temporal_background_control,222,62.31068,1.730913,matched_control_available
WGV33D_MAIN_F0102_C003519,GM_RM011,102,-16,-12,168,180,84,111.404763,matched_background_control,68.205479,1.524804,matched_background_control,6.623288,15.702172,temporal_background_control,222,85.165518,1.221152,matched_control_available
WGV33D_MAIN_F0102_C003520,GM_RM011,102,-15,-11,100,104,29,99.310346,matched_background_control,78.714285,1.261656,matched_background_control,34.689655,2.862823,temporal_background_control,222,70.172414,1.415233,matched_control_available
WGV33D_MAIN_F0102_C003521,GM_RM011,102,-11,-7,160,164,46,105.956522,matched_background_control,81.704546,1.296825,matched_background_control,51.065217,2.074926,temporal_background_control,222,69.086955,1.533669,matched_control_available
WGV33D_MAIN_F0102_C003522,GM_RM011,102,1,6,120,128,66,111.30303,matched_background_control,67.77381,1.588266,matched_background_control,65.095238,1.653621,temporal_background_control,222,60.023809,1.793336,matched_control_available
WGV33D_MAIN_F0102_C003523,GM_RM011,102,7,17,84,96,86,111.255813,matched_background_control,66.131579,1.472293,matched_background_control,52.867725,1.841673,temporal_background_control,222,64.724868,1.504292,matched_control_available
WGV33D_MAIN_F0102_C003524,GM_RM011,102,17,24,112,124,89,134.629213,matched_background_control,90.578035,1.230632,matched_background_control,64.406977,1.730685,temporal_background_control,222,66.820809,1.668166,matched_control_available
WGV33D_MAIN_F0102_C003525,GM_RM011,102,32,38,68,76,36,110.944444,matched_background_control,61.266667,1.566649,matched_background_control,77.666667,1.235837,temporal_background_control,222,71.016666,1.351561,matched_control_available
WGV33D_MAIN_F0102_C003526,GM_RM011,102,32,39,176,188,127,99.165355,matched_background_control,56.800752,1.572485,matched_background_control,84.2,1.060788,temporal_background_control,222,62.973783,1.418342,matched_control_available
WGV33D_MAIN_F0102_C003527,GM_RM011,102,38,40,188,192,28,111,matched_background_control,70.107143,1.583291,matched_background_control,59.296296,1.871955,temporal_background_control,222,60.392859,1.837966,matched_control_available
WGV33D_STRICT_F0102_C003528,GM_RM011,102,-57,-48,80,92,91,111.65934,matched_background_control,16.042945,6.130921,matched_background_control,65.33121,1.505529,temporal_background_control,222,52.919753,1.858626,matched_control_available
WGV33D_STRICT_F0102_C003529,GM_RM011,102,-37,-27,64,76,83,125.036144,matched_background_control,70.587838,1.650759,matched_background_control,0,116523489523.253983,temporal_background_control,222,75.47651,1.543838,matched_control_available
WGV33D_STRICT_F0102_C003530,GM_RM011,102,-28,-26,104,108,15,124.266666,matched_background_control,74.733332,1.662801,matched_background_control,0,124266666158.040359,temporal_background_control,222,59.600001,2.085011,matched_control_available
WGV33D_STRICT_F0102_C003531,GM_RM011,102,-25,-22,152,156,31,130.51613,matched_background_control,92.5625,1.410032,matched_background_control,0,130516129524.477051,temporal_background_control,222,58.67742,2.224299,matched_control_available
WGV33D_STRICT_F0102_C003532,GM_RM011,102,-23,-21,144,148,20,138.049995,matched_background_control,84.136364,1.640789,matched_background_control,0,138049995422.363281,temporal_background_control,222,71.200001,1.938904,matched_control_available
WGV33D_STRICT_F0102_C003533,GM_RM011,102,-22,-20,56,64,14,173.571429,matched_background_control,119.666665,1.42247,matched_background_control,0,170222222222.222229,temporal_background_control,222,94.222221,1.806604,matched_control_available
WGV33D_STRICT_F0102_C003534,GM_RM011,102,-20,-18,156,168,45,116.711111,matched_background_control,86.205882,1.258615,matched_background_control,0,108500000785.378845,temporal_background_control,222,62.073529,1.747927,matched_control_available
WGV33D_STRICT_F0102_C003535,GM_RM011,102,-19,-15,56,64,27,138.925925,matched_background_control,138.121214,1.012538,matched_background_control,0.25,559.41176,temporal_background_control,222,102.14706,1.369133,matched_control_available
WGV33D_STRICT_F0102_C003536,GM_RM011,102,-16,-14,168,180,48,114.666669,matched_background_control,68.671234,1.585427,matched_background_control,0,108873240941.007355,temporal_background_control,222,86.450706,1.259368,matched_control_available
WGV33D_STRICT_F0102_C003537,GM_RM011,102,-14,-12,100,104,15,106.333333,matched_background_control,89.733332,1.184993,matched_background_control,31.733334,3.35084,temporal_background_control,222,72.133332,1.474122,matched_control_available
